Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Nouveaux Bilans Alimentaire","2","Afghanistan","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","29","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","202","Afrique du Sud","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","514","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","3","Albanie","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","20","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","4","Algérie","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","2","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","79","Allemagne","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","842","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","7","Angola","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","277","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","8","Antigua-et-Barbuda","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","7","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","194","Arabie saoudite","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","744","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","9","Argentine","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","8","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","1","Arménie","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","35","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","10","Australie","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","16","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","11","Autriche","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","110","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","52","Azerbaïdjan","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","27","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","12","Bahamas","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","26","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","16","Bangladesh","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","14","Barbade","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","2","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","57","Bélarus","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","21","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","255","Belgique","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","312","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","23","Belize","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","53","Bénin","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","113","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","19","Bolivie (État plurinational de)","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","80","Bosnie-Herzégovine","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","10","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","20","Botswana","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","3","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","21","Brésil","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","3","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","27","Bulgarie","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","108","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","233","Burkina Faso","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","35","Cabo Verde","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","12","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","115","Cambodge","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","10","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","32","Cameroun","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","33","Canada","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","182","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","40","Chili","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","149","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","351","Chine","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","1543","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Nouveaux Bilans Alimentaire","96","Chine - RAS de Hong-Kong","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","907","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","128","Chine - RAS de Macao","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","23","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","41","Chine, continentale","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","452","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","214","Chine, Taiwan Province de","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","161","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","50","Chypre","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","14","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","44","Colombie","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","78","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","46","Congo","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","104","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","48","Costa Rica","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","17","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","107","Côte d'Ivoire","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","98","Croatie","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","24","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","49","Cuba","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","312","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","54","Danemark","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","133","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","72","Djibouti","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","3","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","55","Dominique","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","4","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","59","Égypte","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","133","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","60","El Salvador","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","16","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","225","Émirats arabes unis","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","465","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","58","Équateur","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","203","Espagne","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","205","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","63","Estonie","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","21","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","209","Eswatini","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","2","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","231","États-Unis d'Amérique","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","123","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","238","Éthiopie","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","185","Fédération de Russie","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","226","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","66","Fidji","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","3","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","67","Finlande","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","16","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","68","France","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","506","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","74","Gabon","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","76","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","75","Gambie","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","16","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","73","Géorgie","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","51","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","81","Ghana","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","151","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","84","Grèce","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","79","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","86","Grenade","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","7","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","89","Guatemala","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","129","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","90","Guinée","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","37","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","175","Guinée-Bissau","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","4","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","91","Guyana","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","93","Haïti","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","88","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","95","Honduras","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","12","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","97","Hongrie","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","58","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","25","Îles Salomon","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","5","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","100","Inde","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","101","Indonésie","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","102","Iran (République islamique d')","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","6","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","103","Iraq","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","378","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","104","Irlande","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","99","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","99","Islande","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","2","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","105","Israël","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","106","Italie","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","97","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","109","Jamaïque","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","31","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","110","Japon","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","1069","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","112","Jordanie","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","64","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","108","Kazakhstan","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","174","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Nouveaux Bilans Alimentaire","114","Kenya","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
